,source,author,title,description,url,urlToImage,publishedAt,content
40,"{'id': 'reuters', 'name': 'Reuters'}",,Egypt expecting approval of IMF package next week-deputy minister - Reuters,"Egypt is expecting approval of a new $3 billion Extended Fund Facility package from the International Monetary Fund next week, Deputy Finance Minister Ahmed Kouchouk said on Wednesday.",https://www.reuters.com/world/middle-east/egypt-expecting-approval-imf-package-next-week-deputy-minister-2022-12-07/,https://www.reuters.com/resizer/oaUTWRWG3GpSeJC6VEvm1djo9WM=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/LKL5CNJEXRKUTI65NX76XUPGMU.jpg,2022-12-07T14:21:00Z,"CAIRO, Dec 7 (Reuters) - Egypt is expecting approval of a new $3 billion Extended Fund Facility package from the International Monetary Fund next week, Deputy Finance Minister Ahmed Kouchouk said on … [+1398 chars]"
41,"{'id': 'reuters', 'name': 'Reuters'}",,Finland prepares windfall tax on energy companies - Reuters.com,"Finland's government is preparing to introduce a new temporary tax on excessive profits of energy companies, Finance Minister Annika Saarikko said late on Wednesday.",https://www.reuters.com/business/energy/finland-prepares-windfall-tax-energy-companies-2022-11-24/,https://www.reuters.com/resizer/4F9n2TaUQcYrZHyZvXt4nH8bCzo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/RYZIJ3EOTZNMBE5RVBGDGJM7AY.jpg,2022-11-24T10:32:00Z,"HELSINKI, Nov 24 (Reuters) - Finland's government is preparing to introduce a new temporary tax on excessive profits of energy companies, Finance Minister Annika Saarikko said late on Wednesday.
In … [+736 chars]"
42,"{'id': 'reuters', 'name': 'Reuters'}",,France's Le Maire: We went too far in use of consulting firms - Reuters.com,"The French government made excessive use of consultancy firms in the past and is now striving to correct that, Finance Minister Bruno Le Maire said on Sunday.",https://www.reuters.com/markets/europe/frances-le-maire-we-went-too-far-use-consulting-firms-2022-11-27/,https://www.reuters.com/resizer/NEw8WUOyWiWyTE0yScf2xPX8ENI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/SQFUF6RWLFI6XLAPG7QMYH37HU.jpg,2022-11-27T14:37:00Z,"PARIS, Nov 27 (Reuters) - The French government made excessive use of consultancy firms in the past and is now striving to correct that, Finance Minister Bruno Le Maire said on Sunday.
Emmanuel Macr… [+1353 chars]"
43,"{'id': 'reuters', 'name': 'Reuters'}",,India government not to make public cenbank's letter on inflation - Reuters.com,"The Indian government will not make public a Reserve Bank of India's (RBI) recent letter on inflation, state minister of finance Pankaj Chaudhary said in on Monday.",https://www.reuters.com/world/india/india-government-not-make-public-cenbanks-letter-inflation-2022-12-12/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=123,2022-12-12T07:07:48Z,"NEW DELHI, Dec 12 (Reuters) - The Indian government will not make public a Reserve Bank of India's (RBI) recent letter on inflation, state minister of finance Pankaj Chaudhary said in on Monday.
The… [+467 chars]"
44,"{'id': 'reuters', 'name': 'Reuters'}",,UK will announce soon how it will maintain energy support scheme -Hunt - Reuters UK,British finance minister Jeremy Hunt said on Tuesday the government would announce soon how it plans to extend its energy price support scheme for businesses.,https://www.reuters.com/world/uk/uk-will-announce-soon-how-it-will-maintain-energy-support-scheme-hunt-2022-12-13/,https://www.reuters.com/resizer/HeX7FAngicAlx7JZaSuH0VIvWGk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/XCT5NVPCGZJ7PKFKFNYBG4ZTDI.jpg,2022-12-13T18:29:00Z,"LONDON, Dec 13 (Reuters) - British finance minister Jeremy Hunt said on Tuesday the government would announce soon how it plans to extend its energy price support scheme for businesses.
""We'll be an… [+599 chars]"
45,"{'id': 'reuters', 'name': 'Reuters'}",,India says falling commodity prices to ease inflationary pressures - Reuters.com,"India's inflation is likely to ease in the coming months, partly due to fall in commodity prices, India's finance ministry said in a monthly economic report.",https://www.reuters.com/markets/commodities/india-says-falling-commodity-prices-ease-inflationary-pressures-2022-11-24/,https://www.reuters.com/resizer/FEYPwB1cuggdxMe6JMbouL_RqyU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/7JLXE73R3FN3ZMDXSGUNZXT4YI.jpg,2022-11-24T10:34:00Z,"NEW DELHI, Nov 24 (Reuters) - India's inflation is likely to ease in the coming months, partly due to fall in commodity prices, India's finance ministry said in a monthly economic report.
India's an… [+1327 chars]"
46,"{'id': 'reuters', 'name': 'Reuters'}",,Zambia pushing hard to restructure debt in Q1 - finance minister - Reuters.com,"Zambia is pushing hard to restructure its debt in the first quarter of next year, Finance Minister Situmbeko Musokotwane said in an interview at the Reuters NEXT conference.",https://www.reuters.com/business/zambia-pushing-hard-restructure-debt-q1-finance-minister-2022-11-30/,https://www.reuters.com/resizer/cbL2fHmyA00j2c3zNA92fDKVLaI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/PEFHDTOYJZIKNPYNOHYSNHYNJ4.jpg,2022-11-30T09:43:00Z,"JOHANNESBURG, Nov 30 (Reuters) - Zambia is pushing hard to restructure its debt in the first quarter of next year, Finance Minister Situmbeko Musokotwane said in an interview at the Reuters NEXT conf… [+754 chars]"
47,"{'id': 'reuters', 'name': 'Reuters'}",,Israeli finance panel chief suggests law to shield mortgages from rate hikes - Reuters,The head of the Israeli parliament's powerful finance committee on Monday criticized a wave of central bank interest hikes and said he would propose legislation to minimise their impact on mortgage holders.,https://www.reuters.com/world/middle-east/israeli-finance-panel-chief-suggests-law-shield-mortgages-rate-hikes-2022-11-28/,https://www.reuters.com/resizer/zZ4NY7GA6byILcXR8tvvTotKgWo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/727RFILUSJKF5KLVFNORXEXVZI.jpg,2022-11-28T14:22:00Z,"JERUSALEM, Nov 28 (Reuters) - The head of the Israeli parliament's powerful finance committee on Monday criticized a wave of central bank interest hikes and said he would propose legislation to minim… [+1860 chars]"
48,"{'id': 'reuters', 'name': 'Reuters'}",,Credit Agricole pledges not to finance new oil extraction projects - Reuters.com,"Credit Agricole <a href=""https://www.reuters.com/companies/CAGR.PA"" target=""_blank"">(CAGR.PA)</a>, France's biggest retail bank, has launched a new business line to focus on climate-related targets, it said on Tuesday, while pledging not to finance new oil ex…",https://www.reuters.com/business/finance/credit-agricole-pledges-not-finance-new-oil-extraction-projects-2022-12-06/,https://www.reuters.com/resizer/P7mdg685KbN4w-Iigw4gbgR7k94=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5XBDTC43YZNGNJ52PLR4ODATSY.jpg,2022-12-06T08:11:00Z,"PARIS, Dec 6 (Reuters) - Credit Agricole (CAGR.PA), France's biggest retail bank, has launched a new business line to focus on climate-related targets, it said on Tuesday, while pledging not to finan… [+1206 chars]"
49,"{'id': 'reuters', 'name': 'Reuters'}",,Breakingviews - HKEX alum helps Macau take micro-step into finance - Reuters,"Small is beautiful. Hong Kong’s former stock market Chief Executive Charles Li, key driver of the wildly successful bilateral Stock Connect programme between mainland Chinese bourses and Hong Kong, is kickstarting an asset exchange in Macau. Micro Connect, wh…",https://www.reuters.com/breakingviews/hkex-alum-helps-macau-take-micro-step-into-finance-2022-12-06/,https://www.reuters.com/resizer/QvYC97PHIbRQVWYuJd_FGaEFFQ4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/Y75E37VSPFP4NCVZ42DZF2JLRU.jpg,2022-12-06T04:01:07Z,"HONG KONG, Dec 6 (Reuters Breakingviews) - Small is beautiful. Hong Kongs former stock market Chief Executive Charles Li, key driver of the wildly successful bilateral Stock Connect programme between… [+1714 chars]"
50,"{'id': 'reuters', 'name': 'Reuters'}",,Ghana hoping for IMF agreement by next week: finance ministry official - Reuters,"Ghana's economic recovery efforts could be delayed and complicated if a visiting team from the International Monetary Fund (IMF) leaves without a staff-level agreement next week, a finance ministry official said on Wednesday.",https://www.reuters.com/world/africa/ghana-hoping-imf-agreement-by-next-week-finance-ministry-official-2022-12-07/,https://www.reuters.com/resizer/orrDC-I3ppyF-ssdwJmHfxOzvQg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/E7THUAY2LZLCLJXABY2Q7XQIFE.jpg,2022-12-07T15:22:00Z,"ACCRA, Dec 7 (Reuters) - Ghana's economic recovery efforts could be delayed and complicated if a visiting team from the International Monetary Fund (IMF) leaves without a staff-level agreement next w… [+3485 chars]"
51,"{'id': 'reuters', 'name': 'Reuters'}",,China c.bank calls for green finance regulation to be strengthened - Reuters,China's central bank on Saturday warned that climate change and a global move to a low-carbon economy posed risks for domestic financial institutions and said stronger regulation was required.,https://www.reuters.com/business/sustainable-business/china-cbank-calls-green-finance-regulation-be-strengthened-2022-12-10/,https://www.reuters.com/resizer/CcX6HrgMCBHyOrRjRfHeZSeZnuA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/LJ6M6SUPP5LB7M44IBWE7R5RC4.jpg,2022-12-10T12:04:00Z,"HONG KONG, Dec 10 (Reuters) - China's central bank on Saturday warned that climate change and a global move to a low-carbon economy posed risks for domestic financial institutions and said stronger r… [+1748 chars]"
52,"{'id': 'reuters', 'name': 'Reuters'}",,Former New York University finance director charged with $3.4 mln ... - Reuters,A former director of finance at New York University was indicted on Monday for what prosecutors described as the defrauding of the school to divert about $3.4 million intended to fund minority- and women-owned businesses.,https://www.reuters.com/legal/former-new-york-university-finance-director-charged-with-34-mln-fraud-2022-12-19/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=124,2022-12-19T22:42:00Z,"NEW YORK, Dec 19 (Reuters) - A former director of finance at New York University was indicted on Monday for what prosecutors described as the defrauding of the school to divert about $3.4 million int… [+2256 chars]"
53,"{'id': 'reuters', 'name': 'Reuters'}",,"ESG Watch: Despite setbacks, green finance ends 2022 in good ... - Reuters","If 2021 ended on an optimistic note following the relative success of the COP26 climate conference in Glasgow, that optimism was dashed pretty early in 2022, when Vladimir Putin invaded Ukraine. The war precipitated a global energy crisis and called into ques…",https://www.reuters.com/business/sustainable-business/esg-watch-despite-setbacks-green-finance-ends-2022-good-health-2022-12-22/,https://www.reuters.com/resizer/rtKk3k7selNwvvHbX_1mBwjvhY8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/WHECIHF5FVN43CAR2RTFT345UM.jpg,2022-12-22T13:28:00Z,"December 22 - If 2021 ended on an optimistic note following the relative success of the COP26 climate conference in Glasgow, that optimism was dashed pretty early in 2022, when Vladimir Putin invaded… [+6671 chars]"
54,"{'id': 'reuters', 'name': 'Reuters'}",,Israel economy to grow lower than expected 3% in 2023 -finance ministry - Reuters.com,"Israel's economic growth is set to slow sharply to 3% in 2023 after rapid expansion in the prior two years, the Finance Ministry said on Monday as it cut its estimate from 3.5%, citing more restrained consumer and state spending.",https://www.reuters.com/world/middle-east/israel-economy-grow-lower-than-expected-3-2023-finance-ministry-2022-12-12/,https://www.reuters.com/resizer/utSiIc8szrdeAuPfMNijNGPSrKY=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/OQBRJXGZKZJ6PA5AF7K322MZIU.jpg,2022-12-12T10:47:00Z,"JERUSALEM, Dec 12 (Reuters) - Israel's economic growth is set to slow sharply to 3% in 2023 after rapid expansion in the prior two years, the Finance Ministry said on Monday as it cut its estimate fr… [+1319 chars]"
55,"{'id': 'reuters', 'name': 'Reuters'}",,UK finance minister Hunt: Wrong choices on inflation now will prolong the pain - Reuters,"The pain caused by inflation will be prolonged if the government makes the wrong choices now, finance minister Jeremy Hunt said on Wednesday, stressing that tough decisions were needed to tackle rising prices.",https://www.reuters.com/world/uk/uk-finance-minister-hunt-wrong-choices-inflation-now-will-prolong-pain-2022-12-14/,https://www.reuters.com/resizer/-C9HYkjttcCkNHPqscM72OW_oJg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JU5S3JAD3VIHZNN3B4UAQFVLEM.jpg,2022-12-14T07:17:00Z,"LONDON, Dec 14 (Reuters) - The pain caused by inflation will be prolonged if the government makes the wrong choices now, finance minister Jeremy Hunt said on Wednesday, stressing that tough decisions… [+471 chars]"
56,"{'id': 'reuters', 'name': 'Reuters'}",,Swiss appoint centre-right Keller-Sutter as new finance minister - Reuters,The Swiss government agreed on Thursday to make Karin Keller-Sutter from the centre-right Liberals the country's new finance minister in a cabinet reshuffle sparked by the resignations of two members.,https://www.reuters.com/world/europe/swiss-appoint-centre-right-keller-sutter-new-finance-minister-2022-12-08/,https://www.reuters.com/resizer/Cxuow-tBeTRm6J79OXe0Z-L78ss=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/ECQLGE6W7ROY7DCVG3KCISJ2MA.jpg,2022-12-08T15:39:00Z,"ZURICH, Dec 8 (Reuters) - The Swiss government agreed on Thursday to make Karin Keller-Sutter from the centre-right Liberals the country's new finance minister in a cabinet reshuffle sparked by the r… [+1309 chars]"
57,"{'id': 'reuters', 'name': 'Reuters'}",,Vehicle finance startup Moove raises $30 mln in debut sukuk - Reuters,"Moove, which was founded in Nigeria and provides revenue-based vehicle financing, said on Thursday it is raising $30 million in a private placement Islamic bond debut.",https://www.reuters.com/world/middle-east/vehicle-finance-startup-moove-raises-30-mln-debut-sukuk-2022-12-08/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=123,2022-12-08T13:55:00Z,"DUBAI, Dec 8 (Reuters) - Moove, which was founded in Nigeria and provides revenue-based vehicle financing, said on Thursday it is raising $30 million in a private placement Islamic bond debut.
Frank… [+1429 chars]"
58,"{'id': 'reuters', 'name': 'Reuters'}",,"China's COVID surge hits Beijing trading floors, Shanghai finance hub - Reuters","COVID-19 is sweeping through trading floors in Beijing and spreading fast in the financial hub of Shanghai, with illness and absence thinning already light trade and forcing regulators to cancel a weekly meeting vetting public share sales.",https://www.reuters.com/markets/asia/chinas-covid-surge-hits-beijing-trading-floors-shanghai-finance-hub-2022-12-19/,https://www.reuters.com/resizer/oUvKIgv0mo8fr2NzpVndVETRCD0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/Q4SPO72FSJKGJMZY2XTJZJ7434.jpg,2022-12-19T06:16:00Z,"SHANGHAI, Dec 19 (Reuters) - COVID-19 is sweeping through trading floors in Beijing and spreading fast in the financial hub of Shanghai, with illness and absence thinning already light trade and forc… [+3020 chars]"
59,"{'id': 'reuters', 'name': 'Reuters'}",,"U.S. ready to help Mexico finance solar plans, Lopez Obrador says - Reuters.com","The United States is offering to help Mexico with loans to finance planned solar power stations in the northern state of Sonora that will significantly increase clean energy supply, President Andres Manuel Lopez Obrador said on Tuesday.",https://www.reuters.com/legal/transactional/us-ready-help-mexico-finance-solar-plans-lopez-obrador-says-2022-12-20/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=124,2022-12-20T21:11:00Z,"MEXICO CITY, Dec 20 (Reuters) - The United States is offering to help Mexico with loans to finance planned solar power stations in the northern state of Sonora that will significantly increase clean … [+2330 chars]"
60,"{'id': 'reuters', 'name': 'Reuters'}",,BOJ to conduct annual survey on climate finance to nurture ESG market - Reuters.com,"Bank of Japan (BOJ) Deputy Governor Masayoshi Amamiya said on Sunday the central bank will conduct a survey annually of financial institutions and companies, seeking ways to nurture the country's growing climate finance market.",https://www.reuters.com/business/sustainable-business/boj-conduct-annual-survey-climate-finance-nurture-esg-market-2022-11-27/,https://www.reuters.com/resizer/DlL6Bo-5055iIj2b0wUeO_5_j_0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/S3FHEHAYG5LA5GNPOICITH7JJI.jpg,2022-11-27T05:13:00Z,"TOKYO, Nov 27 (Reuters) - Bank of Japan (BOJ) Deputy Governor Masayoshi Amamiya said on Sunday the central bank will conduct a survey annually of financial institutions and companies, seeking ways to… [+1274 chars]"
61,"{'id': 'reuters', 'name': 'Reuters'}",,India will sustain growth through more govt capital spending - finance minister - Reuters India,"India will sustain its high growth rate through more government capital spending, the finance minister said in an interview at  the  Reuters NEXT conference on Wednesday, adding that she saw signs of a pick-up in private investments too.",https://www.reuters.com/world/india/india-will-sustain-growth-through-more-govt-capital-spending-finance-minister-2022-11-30/,https://www.reuters.com/resizer/heG5haTwUUj4JqLD8MBGWCbkx-Q=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UP5LBYGVAZPYTFJJCEEHRRXKUE.jpg,2022-11-30T11:42:00Z,"NEW DELHI, Nov 30 (Reuters) - India will sustain its high growth rate through more government capital spending, the finance minister said in an interview at the Reuters NEXT conference on Wednesday, … [+299 chars]"
62,"{'id': 'reuters', 'name': 'Reuters'}",,German finance minister welcomes court ruling on EU recovery fund - Reuters.com,"German Finance Minister Christian Lindner on Tuesday welcomed a ruling by Germany's constitutional court, which threw out a legal challenge to the European Union's 750-billion-euro ($788.70 billion) recovery fund.",https://www.reuters.com/markets/europe/german-finance-minister-welcomes-court-ruling-eu-recovery-fund-2022-12-06/,https://www.reuters.com/resizer/MSG5BYUuuMYsipRIiJu80Dl-2Rk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JDVOSYWHKVPWHIWHXX5NSDPJBE.jpg,2022-12-06T13:27:00Z,"BERLIN, Dec 6 (Reuters) - German Finance Minister Christian Lindner on Tuesday welcomed a ruling by Germany's constitutional court, which threw out a legal challenge to the European Union's 750-billi… [+781 chars]"
63,"{'id': 'reuters', 'name': 'Reuters'}",,London's Canary Wharf plans life sciences tower as finance retreats - Reuters UK,"Canary Wharf Group is planning to build a 23-floor tower for the life sciences industry which it says will be Europe's biggest such construction, as the London hub aims to diversify from a financial industry in retreat.",https://www.reuters.com/world/uk/londons-canary-wharf-plans-life-sciences-tower-finance-retreats-2022-12-13/,https://www.reuters.com/resizer/POUepyca3shgKnoRWIE5owtMtQI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UJAQJ4WM2NPPLBPA5NPOI4YI5Y.jpg,2022-12-13T12:38:00Z,"LONDON, Dec 13 (Reuters) - Canary Wharf Group is planning to build a 23-floor tower for the life sciences industry which it says will be Europe's biggest such construction, as the London hub aims to … [+1696 chars]"
64,"{'id': 'reuters', 'name': 'Reuters'}",,France's Le Maire: Europe must defend its economic interests against U.S. subsidy package - Reuters,"France may try to negotiate some exemptions from the duties and limits imposed by the U.S. anti-inflation act but Europe must act to protect the bloc's economic interests, Finance Minister Bruno Le Maire said on Sunday.",https://www.reuters.com/markets/europe/frances-le-maire-europe-must-defend-its-economic-interests-against-us-subsidy-2022-11-27/,https://www.reuters.com/resizer/5MVPx6OcJplIh_xumeyKS-6yxP4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5Q5BNVDJKZIBDAASZNB5G4VJ5Y.jpg,2022-11-27T13:02:00Z,"PARIS, Nov 27 (Reuters) - France may try to negotiate some exemptions from the duties and limits imposed by the U.S. anti-inflation act but Europe must act to protect the bloc's economic interests, F… [+1013 chars]"
65,"{'id': 'reuters', 'name': 'Reuters'}",,Euro zone bailout fund to get new head from Luxembourg - Reuters,"Luxembourg's former finance minister Pierre Gramegna is likely to take over the euro zone's bailout fund, the European Stability Mechanism (ESM), succeeding Germany's Klaus Regling who retired last month, a senior euro zone official said.",https://www.reuters.com/markets/europe/euro-zone-bailout-fund-get-new-head-luxembourg-2022-11-25/,https://www.reuters.com/resizer/WL-xRbEgJMd9iPnKCguUrpgDuag=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/HUUE7M37SNO5HBQHQM5TLRYAGM.jpg,2022-11-25T15:58:00Z,"BERLIN/BRUSSELS, Nov 25 (Reuters) - Luxembourg's former finance minister Pierre Gramegna is likely to take over the euro zone's bailout fund, the European Stability Mechanism (ESM), succeeding German… [+1099 chars]"
66,"{'id': 'reuters', 'name': 'Reuters'}",,Canada posts C$1.72 bln surplus over first six months of 2022/23 - Reuters,"OTTAWA, NOV 25 (Reuters) - Canada recorded a C$1.72 billion ($1.29 billion) budget surplus for the first six months of the 2022/23 fiscal year, helped by higher tax revenues, the finance ministry said on Friday.",https://www.reuters.com/markets/canada-posts-c172-bln-surplus-over-first-six-months-202223-2022-11-25/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-11-25T16:01:00Z,"OTTAWA, NOV 25 (Reuters) - Canada recorded a C$1.72 billion ($1.29 billion) budget surplus for the first six months of the 2022/23 fiscal year, helped by higher tax revenues, the finance ministry sai… [+897 chars]"
67,"{'id': 'reuters', 'name': 'Reuters'}",,Ghana expects $3 bln IMF loan approval early in 2023 - Reuters,"The International Monetary Fund (IMF) is poised to lend Ghana $3 billion as the African nation grapples with its worst economic crisis in a generation, Finance Minister Ken Ofori-Atta said on Tuesday.",https://www.reuters.com/world/africa/ghana-sees-imf-board-approval-3-bln-3-year-loan-early-2023-2022-12-13/,https://www.reuters.com/resizer/6lVWMWxeIiiyA5_BnJmfaWWjTrs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/CGL26IWEYZKARL3C343RWITIDM.jpg,2022-12-13T13:15:00Z,"ACCRA, Dec 13 (Reuters) - The International Monetary Fund (IMF) is poised to lend Ghana $3 billion as the African nation grapples with its worst economic crisis in a generation, Finance Minister Ken … [+3657 chars]"
68,"{'id': 'reuters', 'name': 'Reuters'}",,U.S. Energy Department to spend $3.7 billion on carbon removal - Reuters,The U.S. Department of Energy on Tuesday agreed to commit $3.7 billion to finance projects to remove planet-warming carbon from the atmosphere and meet the U.S. goal of net-zero greenhouse gas emissions by 2050.,https://www.reuters.com/business/sustainable-business/us-energy-department-spend-37-billion-carbon-removal-2022-12-13/,https://www.reuters.com/resizer/ldJzulo6x2dSc9gerYqEaFqJeps=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UA7WIRIC45OUBFYY6A6ZDKR5WA.jpg,2022-12-13T19:28:00Z,Dec 13 (Reuters) - The U.S. Department of Energy on Tuesday agreed to commit $3.7 billion to finance projects to remove planet-warming carbon from the atmosphere and meet the U.S. goal of net-zero gr… [+2046 chars]
69,"{'id': 'reuters', 'name': 'Reuters'}",,Germany sceptical of swift EU debt reform agreement - sources - Reuters,"Many questions remain unanswered on the topic of reforming European Union debt rules, German government sources said on Friday, dampening hopes for a swift agreement on the matter ahead of a meeting of finance ministers in Brussels next week.",https://www.reuters.com/markets/europe/germany-sceptical-swift-eu-debt-reform-agreement-sources-2022-12-02/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-12-02T14:59:00Z,"BERLIN, Dec 2 (Reuters) - Many questions remain unanswered on the topic of reforming European Union debt rules, German government sources said on Friday, dampening hopes for a swift agreement on the … [+784 chars]"
70,"{'id': 'reuters', 'name': 'Reuters'}",,Brazil's incoming FinMin Haddad says fiscal expansion won't help at the moment - Reuters Canada,"Brazil's incoming finance minister Fernando Haddad on Wednesday said fiscal expansion would not help the economy at the moment, downplaying market jitters on an expected spending boost starting next year.",https://www.reuters.com/world/americas/brazils-incoming-finmin-haddad-says-fiscal-expansion-wont-help-moment-2022-12-14/,https://www.reuters.com/resizer/khj3mQnG5pZSdMRel-OpWT06tRc=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/VX4SQTHKYFNDZAWYTSAFLI3IYE.jpg,2022-12-14T19:50:00Z,"BRASILIA, Dec 14 (Reuters) - Brazil's incoming finance minister Fernando Haddad on Wednesday said fiscal expansion would not help the economy at the moment, downplaying market jitters on an expected … [+1891 chars]"
71,"{'id': 'reuters', 'name': 'Reuters'}",,EU looks to win Hungary support for Ukraine aid in return for EU funds access - Reuters,European Union finance ministers will on Tuesday look to get Hungary's backing for 18 billion euros ($18.89 billion) of support for Ukraine for next year in exchange for access to EU money from its recovery fund as well as budget.,https://www.reuters.com/world/europe/eu-looks-win-hungary-support-ukraine-aid-return-eu-funds-access-2022-12-06/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-12-06T09:35:00Z,"BRUSSELS, Dec 6 (Reuters) - European Union finance ministers will on Tuesday look to get Hungary's backing for 18 billion euros ($18.89 billion) of support for Ukraine for next year in exchange for a… [+2112 chars]"
72,"{'id': 'reuters', 'name': 'Reuters'}",,"World Bank, partners launch tracking system to clean up carbon markets - Reuters",The World Bank and partners including Singapore on Wednesday launched a global tracking system to clean up the opaque market for carbon credits and help developing countries raise much-needed climate finance quickly and more cheaply.,https://www.reuters.com/markets/carbon/world-bank-partners-launch-tracking-system-clean-up-carbon-markets-2022-12-07/,https://www.reuters.com/resizer/JJX764YGJ_f-yJ9gEVIagPs3Ako=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/TDPXC6A275KUZE2236I57TCHYQ.jpg,2022-12-07T08:39:00Z,"LONDON, Dec 7 (Reuters) - The World Bank and partners including Singapore on Wednesday launched a global tracking system to clean up the opaque market for carbon credits and help developing countries… [+2865 chars]"
73,"{'id': 'reuters', 'name': 'Reuters'}",,Japan foreign reserves rise for first time in four months - Reuters.com,"Japan's foreign reserves rose in November for the first time in four months, the Ministry of Finance said on Wednesday, as the dollar's fall versus the euro and other currencies helped to boost valuation gains in the country's foreign assets.",https://www.reuters.com/markets/asia/japan-foreign-reserves-rise-first-time-four-months-2022-12-07/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=123,2022-12-07T01:22:53Z,"TOKYO, Dec 7 (Reuters) - Japan's foreign reserves rose in November for the first time in four months, the Ministry of Finance said on Wednesday, as the dollar's fall versus the euro and other currenc… [+559 chars]"
74,"{'id': 'reuters', 'name': 'Reuters'}",,Venture capitalists flock to blockchain firms in third quarter - Pitchbook - Reuters,"Decentralized finance (DeFi) and Web3 were the primary targets of early-stage startup funding from some of the top private investors in the third quarter, research firm Pitchbook said on Tuesday, even as overall venture capital investments declined.",https://www.reuters.com/technology/venture-capitalists-flock-blockchain-firms-third-quarter-pitchbook-2022-11-29/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-11-29T05:06:18Z,"Nov 29 (Reuters) - Decentralized finance (DeFi) and Web3 were the primary targets of early-stage startup funding from some of the top private investors in the third quarter, research firm Pitchbook s… [+1714 chars]"
75,"{'id': 'reuters', 'name': 'Reuters'}",,How business helped drive 'historic' agreement for nature at COP15 - Reuters.com,Spontaneous ovations at any high-level negotiations are rare and usually reserved for an impassioned intervention by a climate activist or conservation group. Finance Day at the COP15 biodiversity negotiations in Montreal was different.,https://www.reuters.com/business/sustainable-business/how-business-helped-drive-historic-agreement-nature-cop15-2022-12-21/,https://www.reuters.com/resizer/ShiYuyf-jOlxWqaFlTVYdumA3z0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/C55YWFSL2ROA5NN2PUSXJ5P5ZE.jpg,2022-12-21T15:07:00Z,December 21 - Spontaneous ovations at any high-level negotiations are rare and usually reserved for an impassioned intervention by a climate activist or conservation group. Finance Day at the COP15 b… [+10190 chars]
